flnatureza,dsdocumento,nmprimeiro,nmsegundo,dtregistro
1,01462605034,Isabela,Costa,2012-05-04
1,97582930195,Patrícia,Teixeira,2010-08-19
2,23862361766337,Marcos,Teixeira,2005-01-06
1,17751758668,Tiago,Dias,2022-06-06
1,12081669988,João,Moreira,2020-12-26
1,32758553299,Helena,Dias,2013-09-01
1,58266488059,Otávio,Barbosa,2011-05-03
1,29121142471,Gabriel,Costa,2019-08-05
2,11185949342416,Helena,Silva,2025-07-09
2,56306111071525,Bruno,Martins,2012-06-25
1,18518886595,Sandra,Souza,2013-01-27
2,00242341662663,Eduardo,Costa,2006-03-27
2,52402718652096,Natália,Almeida,2024-09-18
2,06884499671444,Patrícia,Gomes,2007-02-07
1,21047684745,Ana,Teixeira,2024-09-15
2,89508865316513,Ana,Moreira,2016-09-10
2,46322675095427,Daniel,Teixeira,2008-10-25
1,89634377094,Bruno,Gomes,2013-08-16
1,00569461446,Ana,Lopes,2007-08-12
1,74506675726,Daniel,Barbosa,2014-12-07
2,41043018821521,Rafael,Teixeira,2006-11-11
2,07620382203567,Luiz,Barbosa,2013-01-13
1,38398362824,Vanessa,Moraes,2011-01-27
2,05220768421889,Eduardo,Moraes,2009-04-10
1,99498841288,Helena,Almeida,2019-11-25
2,11144691446491,Fernanda,Cardoso,2016-05-19
2,73025825585098,Fernanda,Cardoso,2025-07-06
1,94524291678,Isabela,Moraes,2005-08-18
1,58871296112,Carlos,Lopes,2017-06-28
2,37072394021093,Vanessa,Moraes,2009-01-08
2,47570430291229,Vanessa,Martins,2024-07-26
1,56859346122,Vanessa,Cardoso,2025-05-29
1,77568927065,Patrícia,Martins,2023-01-25
2,89557297593653,Luiz,Oliveira,2012-01-30
2,79231440337315,Carlos,Oliveira,2015-01-17
1,19290803904,Carlos,Medeiros,2011-07-29
1,43268481537,Daniel,Cardoso,2019-11-20
1,19464816313,Otávio,Moraes,2010-05-23
2,47633452626386,Tiago,Moraes,2023-03-15
1,42860108116,Fernanda,Moraes,2012-05-13
2,44392846604934,Marcos,Medeiros,2023-03-12
2,16425775930702,Rafael,Azevedo,2017-01-15
2,41201446608488,Sandra,Moraes,2008-06-11
2,43804902319890,Sandra,Cardoso,2020-08-29
1,47959632068,Sandra,Rocha,2015-07-03
2,35699887102829,Gabriel,Moreira,2015-12-05
2,70209525015860,Luiz,Cardoso,2010-09-16
2,36322658391111,Tiago,Medeiros,2020-04-19
1,75507755650,Eduardo,Pereira,2010-01-26
2,55763573830619,Helena,Azevedo,2005-12-02
1,44054996140,Eduardo,Medeiros,2018-12-24
2,05215138049295,Tiago,Lopes,2010-03-15
1,81979512211,Patrícia,Oliveira,2014-05-13
2,71767943714363,Otávio,Moraes,2013-05-20
1,14879342619,Bruno,Moraes,2023-05-07
2,20895298715870,Karen,Pereira,2008-02-14
1,33560685429,Sandra,Medeiros,2006-11-15
2,27375227511230,Marcos,Teixeira,2022-01-05
2,96028538907595,Daniel,Azevedo,2018-02-14
2,96620342316060,Rafael,Silva,2018-03-11
1,60429101726,Tiago,Ferreira,2019-07-22
2,87333521108819,Tiago,Cardoso,2020-04-14
2,80838050895810,Gabriel,Moreira,2021-03-30
2,79617588567769,Marcos,Martins,2010-02-06
1,98061819545,Bruno,Barbosa,2021-01-26
2,94344985045294,Marcos,Pereira,2023-08-01
2,70989790996736,Gabriel,Azevedo,2024-11-25
1,76285976071,Carlos,Barbosa,2020-02-21
2,07010533642664,Rafael,Rocha,2020-05-19
1,08306044051,Bruno,Cardoso,2009-09-08
1,78697898017,Karen,Souza,2014-09-08
1,25986269271,Sandra,Oliveira,2008-02-27
2,01521750403120,Rafael,Silva,2008-02-06
2,78610963140023,Natália,Dias,2019-05-10
2,09307914979020,Luiz,Dias,2022-10-04
2,17476173326022,Luiz,Ribeiro,2013-03-12
1,61593749323,Natália,Costa,2007-10-25
2,13075777947134,Otávio,Costa,2012-09-06
2,50115597845705,Isabela,Barbosa,2006-03-03
1,28323248647,Fernanda,Souza,2020-11-21
1,07383191025,Tiago,Teixeira,2010-08-04
2,07877561626597,Rafael,Costa,2017-09-13
2,80055619344526,Rafael,Almeida,2023-10-17
1,87677025931,Bruno,Ribeiro,2005-04-02
2,24119558118329,Marcos,Medeiros,2023-05-18
2,47578472478951,Helena,Barbosa,2024-08-17
1,96018664517,Helena,Pereira,2019-08-28
1,18033083958,Patrícia,Rocha,2021-11-25
1,18923210467,Tiago,Ferreira,2013-12-08
1,23669046445,Rafael,Medeiros,2021-02-10
1,44649538669,Carlos,Silva,2016-01-03
2,03616918892494,Sandra,Ferreira,2020-09-08
2,19600247312437,Eduardo,Gomes,2017-08-02
2,34838156346316,Karen,Costa,2015-07-07
1,22057746201,Patrícia,Gomes,2022-07-22
1,12481410568,Eduardo,Martins,2020-04-13
2,75785203874626,Marcos,Pereira,2005-12-13
1,06591167479,Carlos,Souza,2020-01-19
2,85327525379630,Isabela,Azevedo,2009-05-26
2,03799016049366,Tiago,Oliveira,2008-08-06
2,81631962648713,Otávio,Azevedo,2017-06-17
1,50905429691,Bruno,Medeiros,2016-12-14
1,24581877538,Otávio,Martins,2021-09-23
1,05767698838,Eduardo,Barbosa,2017-09-04
2,17668171081503,Karen,Dias,2013-07-04
1,28330657079,Natália,Martins,2012-04-11
2,87571885025404,Fernanda,Souza,2009-02-16
1,14584909564,João,Moreira,2014-10-20
1,25001732902,Vanessa,Cardoso,2012-10-28
2,37906371838671,Fernanda,Dias,2005-10-09
2,60845591181698,Daniel,Medeiros,2005-12-08
1,24890394886,Ana,Dias,2007-04-18
2,34301737795356,Patrícia,Ribeiro,2025-08-14
2,97752965291393,Helena,Almeida,2005-07-25
1,05389775709,Ana,Martins,2009-03-13
2,00262876151859,Marcos,Ribeiro,2011-10-16
2,07946157270659,Rafael,Ribeiro,2013-06-20
1,96394680310,Ana,Azevedo,2012-01-22
2,84001683585416,Bruno,Teixeira,2012-12-08
1,93797014492,Ana,Martins,2017-08-29
1,87664363172,Sandra,Ribeiro,2005-05-31
1,50917355997,Marcos,Martins,2011-02-15
2,56780369359078,Eduardo,Oliveira,2019-06-22
2,30010912186078,Fernanda,Azevedo,2021-01-03
2,36947627915615,Isabela,Teixeira,2006-03-08
1,32599043664,Bruno,Lopes,2007-11-11
2,58870349726533,Fernanda,Rocha,2013-08-29
1,76252524914,Vanessa,Oliveira,2022-03-22
2,87618221060686,Vanessa,Moraes,2010-01-18
2,10620898856407,Marcos,Martins,2012-07-02
2,63776125551891,Marcos,Barbosa,2021-11-12
1,93320275873,Fernanda,Lopes,2025-11-08
2,43271553881816,Marcos,Azevedo,2017-08-11
1,97336658503,Marcos,Ferreira,2025-11-07
1,35588077139,Karen,Gomes,2019-08-02
1,46058582068,Sandra,Rocha,2019-07-08
1,69060463079,Marcos,Medeiros,2005-07-30
2,09894414718418,Helena,Silva,2016-08-15
2,64130333868508,Daniel,Martins,2019-05-24
2,89266795522777,Eduardo,Lopes,2006-01-18
2,18562538533532,Vanessa,Pereira,2021-04-21
1,37891479650,Karen,Costa,2014-04-23
1,66291283328,Carlos,Barbosa,2023-10-08
2,74573617788685,Isabela,Souza,2016-02-10
1,11277492914,Natália,Barbosa,2021-08-09
1,36546311083,Rafael,Rocha,2020-01-15
2,45634493423062,Fernanda,Rocha,2014-09-11
2,58340884243362,Sandra,Moreira,2010-04-29
2,46620602772952,Carlos,Rocha,2005-09-10
1,78259289249,Karen,Ribeiro,2007-11-16
2,93823941231308,Isabela,Ribeiro,2005-08-31
1,27717244042,Fernanda,Moraes,2011-11-26
2,84071920737980,Rafael,Moraes,2025-01-03
2,34698345975791,Isabela,Oliveira,2016-05-19
1,23134627556,Bruno,Souza,2015-03-23
1,35909131400,Sandra,Moraes,2019-11-20
1,40253636709,Marcos,Lopes,2016-09-08
1,78388004211,Karen,Azevedo,2016-08-20
2,23813870407645,João,Moreira,2023-05-07
2,05621296862421,Eduardo,Lopes,2005-07-20
1,17967455046,Daniel,Moraes,2014-06-28
1,78665401318,Rafael,Rocha,2009-12-22
2,53778880791017,Gabriel,Barbosa,2025-07-05
1,68876933112,Isabela,Ferreira,2017-04-27
2,14259663676678,Marcos,Cardoso,2007-04-15
2,94817012635146,Karen,Silva,2005-05-12
2,03828387960247,Gabriel,Moraes,2017-08-30
1,79501650469,Otávio,Cardoso,2023-02-16
2,13760505117269,Helena,Azevedo,2009-02-02
2,07510083746713,Otávio,Almeida,2015-04-30
1,40598462732,Helena,Medeiros,2015-08-01
2,75826972982049,Helena,Pereira,2011-05-01
1,95921025049,Gabriel,Almeida,2008-07-12
2,21427400695358,Patrícia,Teixeira,2011-05-14
2,65835549769253,Vanessa,Barbosa,2010-08-07
1,50047508656,Otávio,Lopes,2008-02-13
1,51427292079,João,Ribeiro,2005-08-25
1,67322016789,Daniel,Silva,2023-06-21
1,55192993105,Luiz,Cardoso,2006-09-30
1,82693428570,Fernanda,Almeida,2025-03-21
2,09049407655619,Rafael,Gomes,2008-07-23
1,19089777581,Sandra,Silva,2020-01-21
2,26949935874360,Otávio,Barbosa,2023-08-03
2,51662605454241,Helena,Silva,2008-04-16
2,80545012460850,Bruno,Moreira,2008-03-09
2,03046489621590,João,Gomes,2009-04-29
1,06953448726,Natália,Barbosa,2017-06-16
1,36892933020,Fernanda,Silva,2011-10-15
2,20717138090503,Luiz,Lopes,2024-02-10
1,71497203631,Karen,Teixeira,2021-02-27
1,41452823107,Marcos,Dias,2011-11-30
1,06828908036,Marcos,Pereira,2021-01-16
2,25470287573280,Carlos,Moreira,2006-05-24
1,26577293604,Eduardo,Moraes,2022-03-01
1,72688701746,Luiz,Lopes,2007-04-18
2,74115000832834,Helena,Cardoso,2022-02-02
2,33448990643292,Vanessa,Barbosa,2016-04-04
2,24337770027147,Vanessa,Moraes,2017-02-02
1,18552524579,Vanessa,Silva,2017-04-03
2,01652575540779,Sandra,Martins,2016-03-25
2,61512699270997,Sandra,Cardoso,2020-07-08
1,32765951675,Tiago,Lopes,2025-05-08
1,22055470151,Rafael,Pereira,2007-04-03
2,89459723429556,Gabriel,Costa,2012-05-27
2,78270880964660,Fernanda,Azevedo,2006-07-21
2,48168071952521,Ana,Dias,2015-10-15
1,03714646733,Eduardo,Almeida,2011-08-09
2,55682535284894,Tiago,Teixeira,2012-02-13
1,05741283024,Tiago,Ferreira,2012-05-13
1,32057701434,Rafael,Barbosa,2014-06-25
1,68995726508,Helena,Costa,2008-06-22
1,49637240753,Helena,Souza,2011-05-08
2,84127636982007,Tiago,Cardoso,2006-04-05
1,61150206699,Isabela,Silva,2007-08-28
2,36990038779164,Luiz,Lopes,2015-03-27
1,87641683930,Vanessa,Teixeira,2013-01-12
2,23802001766482,Vanessa,Oliveira,2010-02-02
1,59613232081,Karen,Moreira,2021-11-03
1,05959847818,Daniel,Pereira,2006-08-26
2,98655105902426,Luiz,Pereira,2015-10-04
2,19319697094349,Isabela,Cardoso,2008-10-20
1,71460357162,Bruno,Costa,2019-07-03
2,83774435061188,Natália,Oliveira,2014-03-04
2,81679791093066,Tiago,Barbosa,2010-07-03
1,98918006551,Sandra,Pereira,2021-10-30
2,98585681744227,Isabela,Rocha,2025-09-12
2,03907134236703,Sandra,Barbosa,2009-08-22
1,43681163524,Carlos,Medeiros,2016-11-22
2,69025106047740,Gabriel,Souza,2005-01-07
2,38849306402526,Fernanda,Souza,2007-11-08
2,17706428545323,Bruno,Rocha,2012-10-07
1,25948340159,Patrícia,Silva,2008-06-30
1,16609913551,Bruno,Pereira,2018-11-01
2,35109404171685,Carlos,Medeiros,2015-01-04
2,63681445037412,Luiz,Martins,2023-07-08
2,04544147482630,Daniel,Costa,2019-06-01
1,94652574006,Marcos,Oliveira,2017-04-16
2,67688014826993,Marcos,Oliveira,2013-11-30
1,35238877839,Otávio,Azevedo,2005-01-09
1,71645871109,Tiago,Moraes,2021-10-31
2,69708536422958,Karen,Cardoso,2023-11-01
2,84415089214433,Sandra,Silva,2011-01-05
1,08680984566,João,Ferreira,2012-10-03
2,24286297429249,Sandra,Azevedo,2011-06-02
2,27969281041283,Fernanda,Medeiros,2012-02-29
1,43358627256,Vanessa,Silva,2022-04-12
2,61186552152562,Marcos,Almeida,2013-12-24
2,49057746958968,Fernanda,Cardoso,2005-12-20
2,32788702359658,Sandra,Souza,2013-05-04
1,93789514817,Luiz,Medeiros,2019-04-03
2,58807133033756,Patrícia,Martins,2016-03-26
2,46516192946192,Patrícia,Ribeiro,2019-08-07
1,79672356203,Karen,Cardoso,2022-04-18
2,04544647334033,Karen,Almeida,2019-06-06
2,94069084938199,Eduardo,Silva,2005-12-24
1,41757053531,Ana,Azevedo,2007-04-21
1,62943635653,Helena,Dias,2022-01-18
2,12921455835327,Tiago,Cardoso,2022-07-31
1,16032216844,Ana,Souza,2021-01-02
1,26190188406,Bruno,Medeiros,2005-01-23
1,36143106309,Fernanda,Azevedo,2019-05-05
2,74025646206414,Gabriel,Costa,2009-06-01
1,13831870121,Karen,Moreira,2020-06-23
1,17699140297,Vanessa,Pereira,2024-09-12
1,31176153195,Sandra,Medeiros,2013-10-10
1,48142972068,Ana,Cardoso,2018-06-12
1,89578110824,João,Dias,2009-08-23
2,72486218293512,Vanessa,Costa,2016-12-05
2,69018213522802,Karen,Moraes,2023-02-07
1,16964737383,Gabriel,Moraes,2007-08-22
2,92243474472556,Gabriel,Moraes,2011-07-29
2,97909440611571,Rafael,Moreira,2012-02-17
1,87273530222,Carlos,Almeida,2017-08-30
1,54424665289,Sandra,Pereira,2007-01-22
1,29206382886,Sandra,Teixeira,2016-02-14
2,73411628368316,João,Martins,2011-04-19
1,52854438742,Natália,Ferreira,2020-04-19
1,74480563081,Bruno,Barbosa,2016-07-29
1,03245912143,Otávio,Ribeiro,2016-12-02
2,82829751583792,Fernanda,Ribeiro,2007-07-25
2,93338023540354,Otávio,Ribeiro,2007-02-28
2,78373768497772,João,Ferreira,2011-11-04
2,17633470430812,Ana,Medeiros,2022-05-29
1,42821171704,Ana,Souza,2021-04-10
1,85293413846,João,Souza,2019-11-11
2,84661364918434,Natália,Barbosa,2018-05-12
2,89292224939851,Carlos,Costa,2014-04-20
2,40338372834842,João,Barbosa,2013-07-18
1,45111524050,Bruno,Costa,2016-03-31
2,61448831049929,Karen,Dias,2025-02-07
1,76972552329,Isabela,Medeiros,2022-02-26
1,59505512808,Sandra,Teixeira,2020-10-14
1,48379407884,Gabriel,Costa,2025-09-21
1,45673608372,Natália,Lopes,2025-07-01
2,30658072501083,Natália,Costa,2011-05-02
1,66923529210,Fernanda,Ribeiro,2012-08-17
2,24620593470012,Fernanda,Oliveira,2008-02-03
2,75193114451312,Carlos,Teixeira,2022-10-08
2,02470432367866,Bruno,Silva,2020-10-15
2,83002879624503,Daniel,Pereira,2014-01-18
1,87098041990,Bruno,Costa,2018-04-19
2,29005253426334,Bruno,Pereira,2007-12-04
1,85189916528,Otávio,Moraes,2007-02-13
2,29408517329986,Natália,Rocha,2008-02-27
2,93375338063477,Luiz,Moraes,2007-01-08
1,03871545137,Isabela,Oliveira,2007-07-12
1,07820675619,João,Silva,2018-01-09
1,04845662014,Natália,Ribeiro,2020-06-19
2,87785641554669,Helena,Dias,2018-03-26
2,49741431116180,Tiago,Moreira,2024-06-14
1,81210207271,Carlos,Souza,2017-08-12
2,12146058119777,Ana,Souza,2006-11-30
1,61347556539,Luiz,Souza,2006-07-10
2,49355067927554,Isabela,Pereira,2017-03-10
1,86616907205,Natália,Souza,2016-05-26
2,01727304641543,Fernanda,Martins,2024-02-16
1,80335218806,Ana,Moreira,2024-12-16
1,88527177384,Sandra,Silva,2025-03-03
1,22117530990,Sandra,Gomes,2013-04-24
2,69398127567255,Rafael,Costa,2019-10-10
1,26803218359,Isabela,Pereira,2012-05-01
1,64325321163,Marcos,Moraes,2011-01-10
2,77346358741002,Natália,Barbosa,2007-03-14
1,09124855758,Tiago,Souza,2025-06-06
2,86519462743446,Fernanda,Pereira,2005-08-13
2,27086054482230,Fernanda,Moreira,2014-07-19
1,43097162099,Rafael,Ferreira,2022-03-12
1,25820817196,Luiz,Costa,2016-01-25
2,31766994950005,Isabela,Silva,2022-01-06
1,94492969002,Carlos,Ferreira,2005-12-21
2,49939116495716,Daniel,Moreira,2025-07-04
1,01236535244,Bruno,Oliveira,2016-09-25
1,51787248899,Helena,Teixeira,2019-09-03
1,28308371613,Patrícia,Gomes,2021-05-22
1,41518443436,Ana,Almeida,2020-07-09
2,90167174459109,João,Souza,2025-07-01
2,78205912181155,Rafael,Rocha,2022-03-03
2,35754283762854,Rafael,Martins,2014-04-28
1,92409877977,Patrícia,Teixeira,2023-12-08
2,18043209290616,Vanessa,Lopes,2005-10-31
2,19504650734160,Luiz,Pereira,2013-12-23
1,20149865939,Carlos,Almeida,2019-12-04
2,92093199443270,Helena,Almeida,2014-05-13
1,72689011457,Patrícia,Medeiros,2021-04-06
2,07696378173548,Luiz,Moreira,2021-11-20
2,85150994982755,Tiago,Moraes,2017-10-02
2,18123495745434,Luiz,Azevedo,2018-01-17
1,13481162965,Tiago,Cardoso,2025-09-29
2,16724479404803,Patrícia,Pereira,2010-09-09
1,33195170092,Daniel,Rocha,2018-11-29
2,60393693972331,Sandra,Teixeira,2020-03-07
2,77363850512975,João,Moraes,2015-06-03
2,93448320971221,João,Azevedo,2015-08-25
1,29842537267,Fernanda,Cardoso,2014-07-24
1,96329765571,Helena,Medeiros,2019-05-04
1,14222362001,João,Dias,2010-07-19
2,63856038433713,Natália,Moraes,2021-04-24
1,00607356847,Ana,Lopes,2021-08-18
1,83729337661,Sandra,Azevedo,2008-07-06
1,53336683493,Fernanda,Dias,2005-05-11
1,94127726585,Vanessa,Souza,2016-08-04
1,33375117557,Natália,Lopes,2012-08-28
2,84127675707467,Carlos,Teixeira,2008-08-31
2,22960641521903,Carlos,Azevedo,2012-09-11
1,49562064388,Bruno,Ribeiro,2005-05-01
1,39111057566,Marcos,Azevedo,2006-11-10
2,89977707563905,Bruno,Martins,2022-10-26
1,03505475278,Helena,Azevedo,2019-06-10
1,83713487057,Natália,Azevedo,2011-02-01
2,08710244703133,Isabela,Costa,2014-10-10
1,80204340368,Natália,Medeiros,2023-10-03
1,28604273739,Carlos,Barbosa,2009-12-03
2,22897704646989,Rafael,Rocha,2022-10-15
2,17831235759043,Sandra,Moreira,2021-09-08
2,70278885150541,Sandra,Souza,2009-05-18
1,91048064967,Tiago,Moreira,2006-07-14
1,23627734788,João,Lopes,2008-01-13
2,01026425177108,Sandra,Martins,2007-10-01
1,65060302777,Luiz,Souza,2005-05-19
2,02900385482585,Luiz,Souza,2024-08-05
2,74372525912816,Sandra,Ferreira,2013-01-27
1,02508097094,Tiago,Souza,2010-11-11
2,05895396291986,Gabriel,Almeida,2006-06-11
2,03895216494145,Isabela,Barbosa,2018-01-21
2,19062290521223,Fernanda,Lopes,2007-12-30
2,75931253394321,Daniel,Costa,2008-07-01
2,93215119308521,Gabriel,Medeiros,2011-08-13
2,66085373126538,Sandra,Moreira,2025-12-03
2,33693249033434,Eduardo,Teixeira,2019-09-03
1,39465602788,Rafael,Rocha,2013-11-24
1,06285107004,Marcos,Moraes,2025-05-10
1,89733467852,Sandra,Costa,2009-02-21
1,50588960429,Tiago,Moreira,2009-08-05
1,19980433217,Patrícia,Teixeira,2005-04-15
2,27499421076039,Eduardo,Souza,2019-02-22
1,40364374566,Helena,Rocha,2009-02-17
1,14158221773,Natália,Ribeiro,2008-01-26
1,92169366124,Eduardo,Gomes,2005-07-14
1,79983988001,Otávio,Ferreira,2011-09-14
2,08541308045869,Ana,Lopes,2013-11-02
1,34195140389,Patrícia,Azevedo,2014-07-04
2,28116178752632,Patrícia,Teixeira,2006-01-04
2,40523255379843,Ana,Cardoso,2008-07-07
2,14966713585566,Karen,Pereira,2011-05-05
1,84161758821,Patrícia,Medeiros,2018-01-05
2,64783138168959,Fernanda,Medeiros,2019-08-14
1,09980824487,Ana,Ferreira,2018-07-23
1,50774165300,Eduardo,Moraes,2018-08-17
1,70755420580,Eduardo,Almeida,2011-02-22
2,50239017871151,Natália,Teixeira,2005-02-01
2,70351810435131,Eduardo,Teixeira,2009-09-27
2,62379459680809,Ana,Rocha,2011-01-02
2,50542329683427,Rafael,Moraes,2024-08-21
1,24083179871,Carlos,Moraes,2007-05-08
2,98905490951358,Fernanda,Pereira,2023-01-09
1,48444994592,Carlos,Barbosa,2014-04-12
2,67567773463596,Karen,Silva,2009-11-29
1,58139080608,Luiz,Moraes,2015-09-12
1,05162884112,Helena,Ribeiro,2009-03-25
1,65898156683,João,Rocha,2006-03-29
1,63066364781,Daniel,Ribeiro,2023-04-30
2,12104366288553,Otávio,Lopes,2007-10-16
2,61679819358891,Carlos,Moreira,2011-11-14
2,04691973643353,Rafael,Cardoso,2006-03-09
2,74316951398362,Otávio,Souza,2014-02-23
1,99502147598,Carlos,Almeida,2009-11-28
1,40327968706,Luiz,Gomes,2025-10-19
2,89493936217232,Ana,Barbosa,2022-03-25
2,19190698895476,Helena,Lopes,2010-07-27
2,49073086001032,Patrícia,Moreira,2016-12-03
1,95189404245,Gabriel,Pereira,2015-06-28
2,45114049803867,Patrícia,Medeiros,2006-04-09
1,22632271431,Natália,Ferreira,2005-02-26
1,09091900879,Sandra,Almeida,2017-08-30
1,24889086860,Eduardo,Costa,2016-01-08
1,41977906582,Helena,Lopes,2011-01-05
1,44139025565,Sandra,Costa,2016-02-10
2,76506932557113,Ana,Barbosa,2025-03-12
1,53774421912,Fernanda,Martins,2008-05-30
2,06816864375065,Vanessa,Almeida,2025-11-11
2,32989124927138,Luiz,Barbosa,2005-08-12
2,02760196998964,Luiz,Souza,2012-05-31
1,29577900529,Patrícia,Oliveira,2011-11-15
2,50330135009739,Patrícia,Moreira,2010-05-12
1,94302286024,Sandra,Teixeira,2018-04-28
2,30871506572662,Bruno,Medeiros,2024-10-04
2,19986881589286,Carlos,Costa,2006-06-18
1,50085518782,Bruno,Gomes,2013-02-12
2,35335025926295,Bruno,Teixeira,2015-12-29
1,78498483948,Ana,Souza,2016-11-10
1,55910073243,Marcos,Pereira,2016-02-03
1,67497484357,Otávio,Almeida,2025-03-04
2,88922829226174,Vanessa,Oliveira,2022-10-30
2,14921641442454,Tiago,Azevedo,2020-08-23
2,64436351232100,Patrícia,Rocha,2007-10-06
2,89434498143369,Fernanda,Cardoso,2009-04-11
2,80976807216870,Carlos,Ferreira,2017-09-18
1,67690129451,Otávio,Moraes,2024-04-14
1,85312010743,Natália,Souza,2018-08-13
2,22188264079149,Fernanda,Gomes,2023-04-14
2,37964062327067,Daniel,Pereira,2019-10-26
2,71276890000918,Eduardo,Oliveira,2024-09-14
2,11819808588774,Tiago,Moraes,2005-12-18
1,05145078763,Sandra,Moreira,2020-04-08
2,08366441439351,Eduardo,Moraes,2018-04-07
1,36589269288,Rafael,Barbosa,2005-01-19
2,68612679251622,Helena,Medeiros,2010-03-20
2,14579918744633,Luiz,Cardoso,2008-03-12
1,26465861221,Vanessa,Almeida,2022-05-20
2,85437835977123,Ana,Teixeira,2022-11-18
1,25321515428,Ana,Teixeira,2016-07-25
2,72668395641911,Natália,Ferreira,2007-04-23
2,91665656894433,Rafael,Azevedo,2023-01-30
2,92065094438865,Gabriel,Souza,2016-03-26
1,31794954141,Vanessa,Azevedo,2024-01-18
1,20756195085,Helena,Moraes,2016-02-24
1,93795162041,Vanessa,Moreira,2018-01-30
1,15432548836,Daniel,Moraes,2023-09-25
1,45217632397,Eduardo,Rocha,2017-04-06
2,41472979214777,Bruno,Pereira,2005-06-26
1,14359057890,Karen,Lopes,2022-05-15
1,01843816431,Sandra,Cardoso,2019-07-06
1,19253138795,Isabela,Oliveira,2009-09-02
1,25787153585,Karen,Moreira,2005-07-13
2,65022250990570,Isabela,Azevedo,2020-09-25
1,31007045371,Ana,Medeiros,2023-04-03
2,28943109274114,Rafael,Azevedo,2020-11-08
2,25655588005725,Eduardo,Medeiros,2005-07-30
1,33101464758,Karen,Lopes,2011-12-07
1,54377693769,Patrícia,Moreira,2015-12-25
1,13427833853,João,Silva,2012-10-03
1,84832683187,Isabela,Teixeira,2018-02-02
2,90912842679373,Patrícia,Martins,2025-02-01
1,45737634223,Sandra,Moraes,2009-06-08
1,16936315269,Vanessa,Pereira,2024-01-09
2,78657550502013,Helena,Silva,2007-02-27
1,77302762673,Ana,Rocha,2006-08-17
1,21035623629,João,Ribeiro,2008-02-07
2,97067167910835,Luiz,Souza,2009-11-03
2,99461203160055,Tiago,Lopes,2023-10-07
1,92527261889,Sandra,Medeiros,2007-07-01
2,94777523984420,Karen,Dias,2025-12-01
2,97911943360890,Isabela,Pereira,2008-12-28
2,59721356584468,Helena,Silva,2011-02-02
2,73422930646189,Luiz,Martins,2019-12-12
2,41304848092920,Otávio,Medeiros,2019-11-24
2,29582217212112,Helena,Costa,2011-03-05
1,08585283829,Ana,Ribeiro,2007-09-13
1,56135594090,Helena,Ribeiro,2007-08-21
1,76978107702,Sandra,Souza,2024-03-06
1,70113896146,Natália,Martins,2014-10-17
1,39025103976,Marcos,Silva,2015-07-27
1,72256799625,Luiz,Cardoso,2006-03-02
1,40663908275,Karen,Ribeiro,2018-09-07
2,09391459789537,Rafael,Almeida,2005-05-19
1,98824142953,Gabriel,Oliveira,2008-08-07
2,77305094825886,Karen,Medeiros,2024-02-16
2,79443144819319,Helena,Rocha,2017-05-13
2,25199925174708,Daniel,Ferreira,2024-11-27
1,37562663347,Daniel,Gomes,2006-02-22
1,32305699486,Luiz,Ribeiro,2022-02-03
1,73599673982,Carlos,Moraes,2025-01-31
1,75627368023,Vanessa,Costa,2023-05-17
2,74318205632321,Tiago,Cardoso,2016-02-19
1,15151044459,Eduardo,Rocha,2020-12-16
1,87097141729,Isabela,Barbosa,2015-04-18
1,94204555998,Natália,Azevedo,2017-05-29
2,71342136420956,Fernanda,Barbosa,2022-10-14
2,36795085544395,João,Teixeira,2020-04-07
1,55522872750,Karen,Silva,2017-03-21
1,68728270475,Vanessa,Moraes,2012-09-01
2,58128480000518,Marcos,Barbosa,2009-03-22
2,61287401127305,Sandra,Silva,2014-09-16
1,84072506655,Bruno,Cardoso,2021-09-28
1,83580638488,Eduardo,Lopes,2018-08-20
2,98367837011139,Isabela,Moreira,2025-06-27
1,58838444169,Patrícia,Silva,2019-10-12
1,48811266261,Tiago,Silva,2006-05-07
1,12988975642,Daniel,Rocha,2025-03-19
2,42689385541215,Gabriel,Martins,2018-11-15
2,89440439879398,Carlos,Rocha,2016-07-14
1,38414837831,João,Pereira,2022-09-28
2,44830771862952,Carlos,Ribeiro,2015-01-20
1,37495654626,Vanessa,Moraes,2008-07-24
2,51156287075687,Gabriel,Pereira,2020-07-24
2,27164059130785,Karen,Moraes,2014-07-31
1,77290957949,Fernanda,Martins,2023-07-26
2,53091883053544,Otávio,Gomes,2010-12-08
1,08591265471,Eduardo,Medeiros,2019-12-19
1,11923586599,Helena,Almeida,2017-11-11
1,07481572718,Isabela,Teixeira,2012-01-15
2,70327166651325,Carlos,Dias,2008-01-31
2,85452961739289,Luiz,Martins,2022-12-29
1,23327663453,Otávio,Souza,2021-01-09
1,89613781932,Carlos,Ferreira,2020-04-24
1,14456043314,Patrícia,Ribeiro,2007-12-19
1,95114139992,Karen,Medeiros,2009-10-04
1,33805539594,Otávio,Dias,2024-07-11
1,64972922253,Tiago,Oliveira,2021-07-16
2,45265594341894,Gabriel,Rocha,2019-07-25
1,93635990853,Rafael,Oliveira,2022-07-01
1,00417828824,Bruno,Costa,2021-03-08
1,87305253682,Gabriel,Oliveira,2006-09-26
1,46582486997,Fernanda,Azevedo,2022-08-05
2,27925230222639,Carlos,Teixeira,2022-04-23
1,32966452448,Isabela,Medeiros,2015-03-08
